OPEN,CLOSE,HIGH,LOW,gap_pct,volatilidade_anterior,categoria_gap,probabilidade,volatilidade_ultima_hora,probabilidade_vol_ultimas1hEgap,volatilidade_ultimos_30min,probabilidade_vol_ultimas30minEgap,volatilidade_ultimos_15min,probabilidade_vol_ultimas15minEgap,volatilidade_ultimos_90min,probabilidade_vol_ultimas90minEgap,media_diaria,media_anterior,tempo_para_entrar_na_media_dia-1,tempo_para_atingir_o_maximo,tempo_para_atingir_o_minimo,faixa_gap,forca_abertura_10minutos,DIVERGENCIA_ABERTURA,ALVO_FECHOU_GAP_30MIN
100395,101035,101275,99990,-0.6776810447170558,1.9868885526979323,gap_negativo_medio,0.3177570093457944,0.0003840924564034,0.3333333333333333,0.0004416032362112,0.3333333333333333,0.0004868765481716,0.3333333333333333,0.0004026525375028,0.3333333333333333,100618.95132743364,100165.18303571428,,530.0,75.0,Médio Negativo,0.0649480415667466,1.0,0.0
104115,103250,105355,103250,3.0484485574305933,1.2851285128512853,gap_positivo_alto,0.04984423676012461,0.000535556095917,0.0,0.0005846807310025,0.0,0.0007113558046278,0.0,0.0004929189833904,0.0,104037.41517857143,100618.95132743364,71.0,13.0,559.0,Alta Positivo,-0.204810669206954,1.0,0.0
103500,104885,105940,103390,0.2421307506053268,2.0387409200968523,gap_positivo_medio,0.3060109289617486,0.0003790165962545,0.4722222222222222,0.0004189170159076,0.4722222222222222,0.000483239622102,0.4722222222222222,0.000356414934501,0.4722222222222222,105031.9557522124,104037.41517857143,4.0,331.0,24.0,Baixo Positivo,0.1059883412824589,1.0,1.0
105410,105135,105565,104245,0.5005482194784764,2.46638939936164,gap_positivo_medio,0.3060109289617486,0.0003598984193011,0.4722222222222222,0.0004335734168048,0.4722222222222222,0.0005369590805687,0.4722222222222222,0.0003746082312892,0.4722222222222222,104882.88495575222,105031.9557522124,0.0,172.0,101.0,Médio Positivo,0.167288022177612,1.0,0.0
104855,102900,105250,102145,-0.2663242497740999,1.2662477816681856,gap_negativo_medio,0.3177570093457944,0.0005122467415057,0.3333333333333333,0.0005968190869158,0.3333333333333333,0.0007363202118912,0.3333333333333333,0.0004832336162138,0.3333333333333333,103650.76991150442,104882.88495575222,152.0,33.0,473.0,Baixo Negativo,-0.1809093073077838,1.0,0.0
103355,104975,105200,103075,0.4421768707482993,3.039796367908365,gap_positivo_medio,0.37254901960784315,0.0003945794661067,0.4722222222222222,0.000465577433533,0.4722222222222222,0.000628703110097,0.4722222222222222,0.0003763946299066,0.4722222222222222,104057.12946428572,103650.76991150442,,558.0,75.0,Baixo Positivo,0.1597057542467212,0.0,0.0
106250,106880,106880,105275,1.214574898785425,2.0616056269706524,gap_positivo_alto,0.14754098360655737,0.000332786940562,0.0,0.0003095892901836,0.0,0.0003315771803201,0.0,0.0004033212869191,0.0,106038.01615798924,104057.12946428572,93.0,556.0,167.0,Médio Positivo,-0.2395040856579318,1.0,0.0
106250,107500,107935,105915,-0.5894461077844311,1.5245784849204465,gap_negativo_medio,0.3177570093457944,0.0002897453043209,0.3333333333333333,0.0003053660246037,0.3333333333333333,0.0003241845352339,0.3333333333333333,0.0002807949570992,0.3333333333333333,107006.41592920352,106038.01615798924,102.0,328.0,140.0,Médio Negativo,-0.0282525780477468,0.0,1.0
107885,105900,107920,105900,0.3581395348837209,1.907189727611764,gap_positivo_medio,0.4236760124610592,0.0004477865673868,0.4722222222222222,0.000374852773702,0.4722222222222222,0.0003129302150113,0.4722222222222222,0.0004486583131424,0.4722222222222222,106907.092920354,107006.41592920352,170.0,0.0,564.0,Baixo Positivo,-0.1115293461592081,1.0,1.0
105850,106550,107140,105580,-0.0472143531633616,1.9074598677998111,gap_quase_nulo,0.15264797507788164,0.0004732159960482,0.1388888888888889,0.0005590865434341,0.1388888888888889,0.000716917786246,0.1388888888888889,0.0004127224689017,0.1388888888888889,106387.0,106907.092920354,92.0,181.0,294.0,Neutro,0.1789835617728792,1.0,1.0
106845,106200,107115,105705,0.2768653214453308,1.47755256677401,gap_positivo_medio,0.4236760124610592,0.000425543358443,0.4722222222222222,0.000511235046228,0.4722222222222222,0.0004377389750243,0.4722222222222222,0.0004170958994282,0.4722222222222222,106329.7522123894,106387.0,,12.0,498.0,Baixo Positivo,0.1031652989449003,1.0,1.0
106935,107450,107610,106630,0.692090395480226,1.333900950759188,gap_positivo_medio,0.4236760124610592,0.0002314491742843,0.4722222222222222,0.0002347597240961,0.4722222222222222,0.0002024928727247,0.4722222222222222,0.0002466889885772,0.4722222222222222,107112.70796460177,106329.7522123894,,244.0,190.0,Médio Positivo,-0.051423495862746,1.0,0.0
108115,110190,110325,107575,0.6188925081433224,0.9190659289130638,gap_positivo_medio,0.4722222222222222,0.0003228705461132,0.4722222222222222,0.0003355210413327,0.4722222222222222,0.0003589398067512,0.4722222222222222,0.0003248227800946,0.4722222222222222,109065.56194690266,107112.70796460177,,564.0,60.0,Médio Positivo,-0.0185709642973211,1.0,0.0
109550,110060,110715,109300,-0.5808149559851167,2.5563560306762727,gap_negativo_medio,0.31693989071038253,0.0003761899415919,0.3333333333333333,0.0003125349507966,0.3333333333333333,0.0003812833976309,0.3333333333333333,0.0003864280439526,0.3333333333333333,109918.703539823,109065.56194690266,0.0,410.0,171.0,Médio Negativo,0.1780009128251939,1.0,1.0
109915,110325,110400,109405,-0.1317463201889878,1.2946020128087832,gap_negativo_medio,0.3177570093457944,0.0002175873877473,0.3333333333333333,0.000201813985688,0.3333333333333333,0.0002099800468449,0.3333333333333333,0.0002077150597091,0.3333333333333333,109903.4424778761,109918.703539823,,564.0,103.0,Baixo Negativo,0.0410471586244641,1.0,0.0
110485,110390,111680,110325,0.145026059370043,0.9094648325030849,gap_positivo_medio,0.4722222222222222,0.0003109281002413,0.4722222222222222,0.0003673076846271,0.4722222222222222,0.0004570049714312,0.4722222222222222,0.0004474415590878,0.4722222222222222,111025.22566371682,109903.4424778761,103.0,231.0,74.0,Baixo Positivo,-0.342944812959704,1.0,0.0
110075,109495,111065,108830,-0.2853519340519975,1.2281894402900522,gap_negativo_medio,0.3177570093457944,0.0007651100658023,0.3333333333333333,0.0009453990305415,0.3333333333333333,0.0008774490550383,0.3333333333333333,0.0006750054464927,0.3333333333333333,109771.09734513274,111025.22566371682,,103.0,508.0,Baixo Negativo,0.1723512336719884,1.0,1.0
110690,111400,111965,110325,1.0913740353440795,2.053661674170725,gap_positivo_alto,0.14754098360655737,0.0002535822891552,0.0,0.0002950934631758,0.0,0.0002599993838428,0.0,0.0002818254831499,0.0,111113.20661896245,109771.09734513274,20.0,403.0,148.0,Médio Positivo,0.0135666802333469,0.0,0.0
111350,111905,112355,110625,-0.044883303411131,1.4865171085429414,gap_quase_nulo,0.15264797507788164,0.0002882230494775,0.1388888888888889,0.0003440018659875,0.1388888888888889,0.0004378395000562,0.1388888888888889,0.0002894010162977,0.1388888888888889,111497.69026548672,111113.20661896245,,286.0,151.0,Neutro,0.6440861183677147,1.0,1.0
111805,112450,113440,111750,-0.089361511996783,1.5638418079096046,gap_quase_nulo,0.15264797507788164,0.0007219730684789,0.1388888888888889,0.0006765231975384,0.1388888888888889,0.0004653779722939,0.1388888888888889,0.0006093396622454,0.1388888888888889,112731.91592920352,111497.69026548672,,268.0,0.0,Neutro,0.0534116704499933,0.0,0.0
112975,113525,113940,112875,0.4668741662961316,1.512304250559284,gap_positivo_medio,0.4236760124610592,0.0003857644266521,0.4722222222222222,0.0003142572888119,0.4722222222222222,0.0003525363139207,0.4722222222222222,0.0003827702512674,0.4722222222222222,113552.08407079648,112731.91592920352,53.0,275.0,0.0,Baixo Positivo,0.0398159617766766,1.0,1.0
113090,113750,114575,112505,-0.3831755120017617,0.9435215946843852,gap_negativo_medio,0.3333333333333333,0.0008782270899877,0.3333333333333333,0.0004277364702172,0.3333333333333333,0.0003360951769335,0.3333333333333333,0.0010702591175151,0.3333333333333333,114008.23008849558,113552.08407079648,159.0,223.0,502.0,Baixo Negativo,-0.0044023772837332,0.0,1.0
113120,113750,114385,112750,-0.5538461538461538,1.839918225856629,gap_negativo_medio,0.3177570093457944,0.0003239039219373,0.3333333333333333,0.0003163129799532,0.3333333333333333,0.0003030480617076,0.3333333333333333,0.0003091738080499,0.3333333333333333,113661.96017699115,114008.23008849558,52.0,191.0,361.0,Médio Negativo,-0.2027950447471674,0.0,0.0
114040,112990,114190,112455,0.2549450549450549,1.4501108647450112,gap_positivo_medio,0.4236760124610592,0.0003090863561887,0.4722222222222222,0.0002657360896409,0.4722222222222222,0.0002179984067144,0.4722222222222222,0.0003138127189535,0.4722222222222222,113257.7610619469,113661.96017699115,0.0,1.0,422.0,Baixo Positivo,-0.1624802388898647,1.0,1.0
113200,115350,115350,112625,0.1858571555004867,1.5428393579654085,gap_positivo_medio,0.4236760124610592,0.0003899761953975,0.4722222222222222,0.0004097411210737,0.4722222222222222,0.0004724301259322,0.4722222222222222,0.0003869350388996,0.4722222222222222,114315.30973451328,113257.7610619469,3.0,564.0,140.0,Baixo Positivo,0.2914164606146238,0.0,0.0
114350,115180,115550,113915,-0.8669267446900737,2.41953385127636,gap_negativo_alto,0.1092896174863388,0.0005131293144438,0.0555555555555555,0.0004192219398691,0.0555555555555555,0.0005116942292203,0.0555555555555555,0.0004702008135221,0.0555555555555555,114600.99557522124,114315.30973451328,198.0,499.0,84.0,Médio Negativo,-0.0612745098039215,0.0,0.0
115665,114320,115950,114285,0.421080048619552,1.435280691743844,gap_positivo_medio,0.4236760124610592,0.0004546470768166,0.4722222222222222,0.0004829828893243,0.4722222222222222,0.0005651295933578,0.4722222222222222,0.000460859100556,0.4722222222222222,115159.95559502664,114600.99557522124,11.0,17.0,562.0,Baixo Positivo,-0.2287144521641565,1.0,1.0
114900,116300,116390,114830,0.5073477956613016,1.4568841055256596,gap_positivo_medio,0.4236760124610592,0.0002179205039903,0.4722222222222222,0.0002237002337139,0.4722222222222222,0.0002785072694876,0.4722222222222222,0.0002228727630044,0.4722222222222222,115798.05309734514,115159.95559502664,283.0,367.0,76.0,Médio Positivo,-0.0651918814376982,0.0,1.0
116590,117870,118340,115655,0.2493551160791057,1.3585300008708523,gap_positivo_medio,0.4236760124610592,0.0003753684576588,0.4722222222222222,0.0003934731436725,0.4722222222222222,0.0005078073923985,0.4722222222222222,0.0003804524334554,0.4722222222222222,116849.01769911504,115798.05309734514,,466.0,290.0,Baixo Positivo,0.0686960628568975,0.0,0.0
118075,118830,119290,117890,0.1739204208025791,2.321559811508365,gap_positivo_medio,0.3060109289617486,0.0002830794307825,0.4722222222222222,0.0002624551690907,0.4722222222222222,0.0002869250586523,0.4722222222222222,0.0003299017042823,0.4722222222222222,118582.15486725664,116849.01769911504,10.0,239.0,63.0,Baixo Positivo,-0.2196780871108107,1.0,1.0
118115,118040,119645,117730,-0.6016999074307835,1.1875477139706505,gap_negativo_medio,0.3177570093457944,0.0005277007238683,0.3333333333333333,0.0004312739547183,0.3333333333333333,0.0003717625827306,0.3333333333333333,0.0005400421511881,0.3333333333333333,118692.57117437724,118582.15486725664,,160.0,507.0,Médio Negativo,0.2449117473186386,0.0,1.0
115815,115900,117290,115085,-1.8849542527956624,1.626603244712478,gap_negativo_alto,0.056074766355140186,0.0008585491606853,0.0555555555555555,0.0005411889276541,0.0555555555555555,0.0003081375996746,0.0555555555555555,0.0007974487622072,0.0555555555555555,116260.42259786476,118692.57117437724,1.0,411.0,89.0,Médio Negativo,-0.0086210612526402,0.0,0.0
116300,117040,117135,115750,0.3451251078515962,1.9159751488030587,gap_positivo_medio,0.4236760124610592,0.0003020619489382,0.4722222222222222,0.0003078153450929,0.4722222222222222,0.0003885148261242,0.4722222222222222,0.0003004290191782,0.4722222222222222,116551.04867256636,116260.42259786476,,211.0,285.0,Baixo Positivo,0.1289767841788478,1.0,0.0
117305,117870,118560,117055,0.2264183185235816,1.1965442764578833,gap_positivo_medio,0.4236760124610592,0.000378126236872,0.4722222222222222,0.0003564599693251,0.4722222222222222,0.0003265425232229,0.4722222222222222,0.000336881588949,0.4722222222222222,117896.4778761062,116551.04867256636,,293.0,56.0,Baixo Positivo,0.1365712090819854,0.0,0.0
118500,119550,119615,118330,0.5344871468567065,1.2857203878518644,gap_positivo_medio,0.4236760124610592,0.0001790962439707,0.4722222222222222,0.0002039062751278,0.4722222222222222,0.0002488265948252,0.4722222222222222,0.0001632949584418,0.4722222222222222,118949.76991150442,117896.4778761062,177.0,564.0,173.0,Médio Positivo,-0.0126384968614399,1.0,0.0
119800,119580,120045,118870,0.2091175240485152,1.0859460829882532,gap_positivo_medio,0.4236760124610592,0.0002967867726484,0.4722222222222222,0.0002707312718846,0.4722222222222222,0.0003122113547959,0.4722222222222222,0.0003260203536364,0.4722222222222222,119501.5221238938,118949.76991150442,254.0,104.0,324.0,Baixo Positivo,-0.0333639169238468,1.0,0.0
119870,119175,120380,119005,0.2425154708145175,0.988474804408177,gap_positivo_medio,0.4722222222222222,0.0004488881056478,0.4722222222222222,0.0005218170455712,0.4722222222222222,0.0004714356062978,0.4722222222222222,0.0004279001319231,0.4722222222222222,119680.12831858407,119501.5221238938,107.0,78.0,555.0,Baixo Positivo,0.1834556370913942,0.0,0.0
120270,118695,120585,118135,0.91881686595343,1.1554136380824336,gap_positivo_alto,0.04984423676012461,0.0004013802930504,0.0,0.0003814961186587,0.0,0.0003300750439385,0.0,0.0004148893516617,0.0,119344.8185840708,119680.12831858407,409.0,31.0,316.0,Médio Positivo,0.0415230660631981,0.0,0.0
118990,119050,119965,116765,0.2485361641181178,2.073898505946586,gap_positivo_medio,0.3060109289617486,0.0003259205104958,0.4722222222222222,0.000362952053791,0.4722222222222222,0.0004279543668294,0.4722222222222222,0.0003222614147617,0.4722222222222222,118509.2389380531,119344.8185840708,,429.0,125.0,Baixo Positivo,-0.0674934615709103,0.0,0.0
119220,119060,121075,118895,0.1427971440571188,2.7405472530295896,gap_positivo_medio,0.3060109289617486,0.00051284638075,0.4722222222222222,0.0004255560987054,0.4722222222222222,0.0004818901853946,0.4722222222222222,0.0005134309793422,0.4722222222222222,120068.2831858407,118509.2389380531,81.0,427.0,155.0,Baixo Positivo,0.2219988271760073,1.0,1.0
119560,123180,123480,119230,0.4199563245422475,1.833550611884436,gap_positivo_medio,0.4236760124610592,0.0004717150271949,0.4722222222222222,0.000539229193897,0.4722222222222222,0.0006917716057446,0.4722222222222222,0.0004162772004725,0.4722222222222222,121198.23008849558,120068.2831858407,,564.0,2.0,Baixo Positivo,0.075181689081948,1.0,0.0
123150,125365,125470,122365,-0.0243546030199707,3.564539126058878,gap_quase_nulo,0.058823529411764705,0.0004179729938003,0.1388888888888889,0.0005061181066176,0.1388888888888889,0.0004160755272973,0.1388888888888889,0.000429443423558,0.1388888888888889,124040.5106571936,121198.23008849558,15.0,487.0,175.0,Neutro,0.1543899565270385,0.0,0.0
124500,123500,124915,122460,-0.6899852430901767,2.5374902954276144,gap_negativo_medio,0.31693989071038253,0.0006829425384488,0.3333333333333333,0.0005823120539532,0.3333333333333333,0.0003990954453922,0.3333333333333333,0.0006278497273542,0.3333333333333333,123783.03097345131,124040.5106571936,0.0,184.0,497.0,Médio Negativo,-0.3184970166102241,0.0,0.0
123800,124170,124720,123230,0.242914979757085,2.0047362404050304,gap_positivo_medio,0.3060109289617486,0.0003028265299894,0.4722222222222222,0.0002578161893611,0.4722222222222222,0.0002907003136536,0.4722222222222222,0.0003329354814535,0.4722222222222222,124059.85398230088,123783.03097345131,5.0,238.0,120.0,Baixo Positivo,-0.0686757695725943,1.0,0.0
123945,122270,124395,121020,-0.1812031891761295,1.2091211555627688,gap_negativo_medio,0.3177570093457944,0.0004370452221697,0.3333333333333333,0.0003927602226112,0.3333333333333333,0.0003772351728327,0.3333333333333333,0.0004654930775288,0.3333333333333333,122510.46902654869,124059.85398230088,23.0,7.0,318.0,Baixo Negativo,-0.0725513905683192,0.0,0.0
122805,123200,124045,122335,0.4375562280199558,2.788795240456123,gap_positivo_medio,0.3060109289617486,0.0004042186073131,0.4722222222222222,0.0003343178939292,0.4722222222222222,0.0003627582539413,0.4722222222222222,0.0004312990606817,0.4722222222222222,123212.78761061947,122510.46902654869,,399.0,31.0,Baixo Positivo,0.4938775510204081,0.0,0.0
