DATE,ALVO_FECHOU_GAP_30MIN,GAP_NA_FAIXA_IDEAL,DIVERGENCIA_ABERTURA,GAP_ALTA,GAP_PORCENTAGEM_norm,DIAS_DESDE_ULTIMO_GAP_norm,VOLATILIDADE_ANTERIOR_norm,FORCA_ABERTURA_10MIN_norm,TEND_Aumentando,TEND_Diminuindo,TEND_Estável
2022-02-15,0,0,0,1,0.4995,0.0714,0.1741,0.5492,False,True,False
2022-02-16,0,0,0,1,0.6421,0.0714,0.149,0.5904,False,True,False
2022-02-17,0,0,0,0,0.3926,0.0714,0.1449,0.4079,False,False,True
2022-02-18,1,0,1,1,0.4805,0.0714,0.2455,0.4193,True,False,False
2022-02-21,0,0,1,0,0.398,0.0714,0.2461,0.651,False,False,True
2022-02-22,0,0,1,1,0.5264,0.0714,0.2321,0.5393,False,False,True
2022-02-23,0,0,1,1,0.4817,0.0714,0.218,0.4899,False,False,True
2022-02-24,0,0,0,0,0.2071,0.0714,0.3416,0.4061,True,False,False
2022-02-25,1,1,1,0,0.4405,0.0714,0.4283,0.6454,True,False,False
2022-03-02,0,0,0,1,0.6513,0.2143,0.2575,0.8739,False,True,False
2022-03-03,0,1,0,1,0.4675,0.0714,0.2766,0.554,False,False,True
2022-03-04,0,0,0,0,0.4069,0.0714,0.1372,0.471,False,True,False
2022-03-07,1,1,0,1,0.4554,0.0714,0.2926,0.6529,True,False,False
2022-03-08,1,1,1,1,0.4708,0.0714,0.4795,0.3816,True,False,False
2022-03-09,1,0,1,1,0.4873,0.0714,0.2641,0.5242,False,True,False
2022-03-10,0,0,1,0,0.3681,0.0714,0.3876,0.8978,True,False,False
2022-03-11,0,0,0,1,0.4987,0.0714,0.3398,0.7463,False,True,False
2022-03-14,1,1,1,0,0.4457,0.0714,0.4671,0.5969,True,False,False
2022-03-15,0,0,0,0,0.3638,0.0714,0.5091,0.4026,True,False,False
2022-03-16,0,0,0,1,0.5561,0.0714,0.3404,0.6799,False,True,False
2022-03-17,0,0,0,1,0.4771,0.0714,0.4293,0.6578,True,False,False
2022-03-18,0,0,0,0,0.4216,0.0714,0.3865,0.5168,False,True,False
2022-03-21,1,1,1,0,0.4449,0.0714,0.5291,0.7032,True,False,False
2022-03-22,0,0,0,1,0.5026,0.0714,0.2331,0.6335,False,True,False
2022-03-23,1,1,1,0,0.4338,0.0714,0.1396,0.6044,False,True,False
2022-03-24,1,0,1,1,0.4749,0.0714,0.2213,0.4964,True,False,False
2022-03-25,1,0,0,1,0.4754,0.0714,0.3754,0.5986,True,False,False
2022-03-28,1,1,0,1,0.456,0.0714,0.2198,0.5443,False,True,False
2022-03-29,0,0,0,1,0.5792,0.0714,0.24,0.7389,False,False,True
2022-03-30,1,0,1,1,0.4809,0.0714,0.2347,0.3967,False,False,True
2022-03-31,1,1,1,0,0.4499,0.0714,0.1517,0.5607,False,True,False
2022-04-01,0,0,0,1,0.5327,0.0714,0.1827,0.6705,True,False,False
2022-04-04,0,0,1,0,0.4235,0.0714,0.1625,0.5536,False,False,True
2022-04-05,1,0,1,0,0.4256,0.0714,0.1373,0.6471,False,True,False
2022-04-06,0,0,1,0,0.4113,0.0714,0.5348,0.5778,True,False,False
2022-04-07,0,0,0,0,0.4129,0.0714,0.3385,0.4361,False,True,False
2022-04-08,0,0,0,0,0.3989,0.0714,0.3325,0.5084,False,False,True
2022-04-11,0,0,1,0,0.3447,0.0714,0.2493,0.5806,False,True,False
2022-04-12,0,0,1,1,0.5861,0.0714,0.1814,0.494,False,True,False
2022-04-13,0,0,1,1,0.6861,0.0714,0.4399,0.4847,True,False,False
2022-04-14,0,0,0,0,0.4215,0.0714,0.2022,0.5036,False,True,False
2022-04-18,1,1,1,0,0.4338,0.1429,0.2152,0.6574,False,False,True
2022-04-19,0,0,0,0,0.3997,0.0714,0.1998,0.4716,False,False,True
2022-04-20,0,0,0,0,0.4183,0.0714,0.2221,0.4836,True,False,False
2022-04-22,0,0,0,0,0.2882,0.1429,0.1979,0.4897,False,True,False
2022-04-25,0,0,0,0,0.3664,0.0714,0.4294,0.4833,True,False,False
2022-04-26,0,0,1,0,0.3477,0.0714,0.3762,0.6384,False,True,False
2022-04-27,0,0,1,1,0.6227,0.0714,0.436,0.4096,True,False,False
2022-04-28,0,0,0,1,0.5385,0.0714,0.2265,0.5926,False,True,False
2022-04-29,0,0,0,1,0.5942,0.0714,0.3598,0.6171,True,False,False
2022-05-02,1,1,1,0,0.4397,0.0714,0.9001,0.6536,True,False,False
2022-05-03,1,1,0,1,0.4586,0.0714,0.5382,0.7019,False,True,False
2022-05-04,0,0,0,0,0.398,0.0714,0.2237,0.502,False,True,False
2022-05-05,0,0,1,0,0.3371,0.0714,0.7091,0.5574,True,False,False
2022-05-06,1,1,0,0,0.4335,0.0714,0.6306,0.5044,False,True,False
2022-05-09,0,0,1,0,0.2605,0.0714,0.4776,0.7966,False,True,False
2022-05-10,0,0,0,1,0.5053,0.0714,0.3407,0.5874,False,True,False
2022-05-11,0,1,0,1,0.4625,0.0714,0.3711,0.7319,True,False,False
2022-05-12,1,0,1,0,0.3652,0.0714,0.4413,0.6718,True,False,False
2022-05-13,0,0,0,1,0.4878,0.0714,0.5085,0.5443,True,False,False
2022-05-16,1,1,0,1,0.4518,0.0714,0.3289,0.581,False,True,False
2022-05-17,0,0,1,1,0.5704,0.0714,0.3893,0.4904,True,False,False
2022-05-18,0,0,0,0,0.4167,0.0714,0.2734,0.4355,False,True,False
2022-05-19,0,0,1,1,0.4858,0.0714,0.5173,0.4439,True,False,False
2022-05-20,0,0,0,1,0.583,0.0714,0.2373,0.5651,False,True,False
2022-05-23,0,0,0,1,0.5212,0.0714,0.2818,0.6498,True,False,False
2022-05-24,0,0,1,0,0.3027,0.0714,0.3137,0.5623,True,False,False
2022-05-25,0,0,1,0,0.3802,0.0714,0.4291,0.693,True,False,False
2022-05-26,1,1,1,0,0.4385,0.0714,0.2743,0.5953,False,True,False
2022-05-27,0,0,0,0,0.426,0.0714,0.3425,0.5418,True,False,False
2022-05-30,0,0,1,1,0.5183,0.0714,0.1836,0.5418,False,True,False
2022-05-31,0,0,0,1,0.5108,0.0714,0.4109,0.5797,True,False,False
2022-06-01,0,0,1,1,0.5184,0.0714,0.2437,0.4584,False,True,False
2022-06-02,0,0,0,1,0.5348,0.0714,0.2336,0.5694,False,False,True
2022-06-03,0,0,0,0,0.3811,0.0714,0.3086,0.5392,True,False,False
2022-06-06,0,0,1,1,0.5118,0.0714,0.198,0.5291,False,True,False
2022-06-07,0,0,1,0,0.384,0.0714,0.3782,0.6372,True,False,False
2022-06-08,0,0,1,0,0.3647,0.0714,0.2048,0.578,False,True,False
2022-06-09,0,1,0,0,0.4352,0.0714,0.4076,0.471,True,False,False
2022-06-10,0,0,0,0,0.3354,0.0714,0.305,0.3815,False,True,False
2022-06-13,0,0,1,0,0.252,0.0714,0.3157,0.7606,False,False,True
2022-06-14,0,1,0,1,0.4637,0.0714,0.4553,0.7485,True,False,False
2022-06-15,0,0,1,1,0.8023,0.0714,0.4148,0.2758,False,True,False
2022-06-17,0,0,0,0,0.2416,0.1429,0.4339,0.4039,False,False,True
2022-06-20,1,0,1,0,0.4182,0.0714,0.5679,0.6646,True,False,False
2022-06-21,0,0,0,1,0.5099,0.0714,0.4306,0.8241,False,True,False
2022-06-22,0,0,0,0,0.3587,0.0714,0.4104,0.4822,False,False,True
2022-06-23,0,0,0,1,0.5003,0.0714,0.4972,0.614,True,False,False
2022-06-24,1,0,1,1,0.5543,0.0714,0.5236,0.3054,True,False,False
2022-06-27,0,1,0,1,0.4723,0.0714,0.3028,0.7525,False,True,False
2022-06-28,0,0,1,1,0.5315,0.0714,0.4342,0.5278,True,False,False
2022-06-29,0,0,0,1,0.4854,0.0714,0.4841,0.6799,True,False,False
2022-06-30,0,0,0,0,0.2671,0.0714,0.4351,0.5214,False,True,False
2022-07-01,0,0,0,0,0.369,0.0714,0.3379,0.4756,False,True,False
2022-07-04,0,0,1,0,0.37,0.0714,0.4519,0.5613,True,False,False
2022-07-05,0,0,1,0,0.3569,0.0714,0.2525,0.5958,False,True,False
2022-07-06,1,0,1,0,0.4058,0.0714,0.4169,0.7502,True,False,False
2022-07-07,0,0,0,1,0.5704,0.0714,0.3778,0.7123,False,True,False
2022-07-08,1,1,1,0,0.4426,0.0714,0.3302,0.786,False,True,False
2022-07-11,0,0,0,0,0.3059,0.0714,0.3417,0.4848,False,False,True
2022-07-12,0,1,0,0,0.4328,0.0714,0.2957,0.3355,False,True,False
2022-07-13,0,0,1,0,0.3638,0.0714,0.3226,0.668,True,False,False
2022-07-14,0,0,0,0,0.3031,0.0714,0.3339,0.4106,False,False,True
2022-07-28,0,0,1,1,1.0,0.7143,0.2401,0.447,False,True,False
2022-07-29,0,0,1,1,0.4994,0.0714,0.3529,0.4294,True,False,False
2022-08-01,0,0,0,0,0.4178,0.0714,0.2965,0.5306,False,True,False
2022-08-02,1,1,1,0,0.44,0.0714,0.327,0.6328,True,False,False
2022-08-03,0,0,1,1,0.4839,0.0714,0.4005,0.4081,True,False,False
2022-08-04,0,0,0,1,0.5373,0.0714,0.2211,0.5497,False,True,False
2022-08-05,1,1,0,0,0.4459,0.0714,0.3289,0.5416,True,False,False
2022-08-08,0,0,1,1,0.5293,0.0714,0.3404,0.5285,False,False,True
2022-08-09,0,0,0,1,0.4998,0.0714,0.2837,0.6428,False,True,False
2022-08-10,0,0,0,1,0.5804,0.0714,0.2774,0.5854,False,False,True
2022-08-11,0,0,1,1,0.5495,0.0714,0.2075,0.4935,False,True,False
2022-08-12,0,0,0,1,0.49,0.0714,0.376,0.6365,True,False,False
2022-08-15,0,0,1,0,0.3234,0.0714,0.4045,0.6233,True,False,False
2022-08-16,1,1,0,0,0.4373,0.0714,0.4063,0.5117,False,False,True
2022-08-17,0,0,0,1,0.5381,0.0714,0.178,0.6408,False,True,False
2022-08-18,0,0,1,1,0.4772,0.0714,0.3306,0.4686,True,False,False
2022-08-19,0,0,0,0,0.3544,0.0714,0.1786,0.5319,False,True,False
2022-08-22,0,0,0,0,0.355,0.0714,0.3286,0.4737,True,False,False
2022-08-23,0,1,0,1,0.471,0.0714,0.1992,0.5871,False,True,False
2022-08-24,1,0,1,0,0.4131,0.0714,0.4141,0.6782,True,False,False
2022-08-25,0,0,0,1,0.5073,0.0714,0.2463,0.7582,False,True,False
2022-08-26,1,0,0,1,0.4759,0.0714,0.2424,0.6817,False,False,True
2022-08-29,0,0,1,0,0.3971,0.0714,0.4063,0.5568,True,False,False
2022-08-30,0,1,0,1,0.4642,0.0714,0.301,0.6312,False,True,False
2022-08-31,1,0,1,1,0.4951,0.0714,0.5108,0.4081,True,False,False
2022-09-01,1,1,0,1,0.4593,0.0714,0.3516,0.636,False,True,False
2022-09-02,0,0,1,1,0.5395,0.0714,0.4135,0.5066,True,False,False
2022-09-05,0,0,0,1,0.5354,0.0714,0.3432,0.8324,False,True,False
2022-09-06,0,0,0,0,0.3394,0.0714,0.1833,0.3351,False,True,False
2022-09-08,1,0,1,1,0.4959,0.1429,0.3559,0.3968,True,False,False
2022-09-09,0,0,0,1,0.5637,0.0714,0.4229,0.8269,True,False,False
2022-09-12,0,0,0,1,0.5344,0.0714,0.2773,0.7821,False,True,False
2022-09-13,0,0,0,0,0.2779,0.0714,0.1785,0.5091,False,True,False
2022-09-14,1,1,0,0,0.4423,0.0714,0.4344,0.4047,True,False,False
2022-09-15,1,0,1,0,0.4248,0.0714,0.2725,0.6869,False,True,False
2022-09-16,0,0,0,0,0.3515,0.0714,0.3187,0.4618,True,False,False
2022-09-19,0,0,1,0,0.3775,0.0714,0.1952,0.5806,False,True,False
2022-09-20,1,0,1,0,0.4218,0.0714,0.7169,0.9599,True,False,False
2022-09-21,1,1,1,0,0.4406,0.0714,0.2374,0.7769,False,True,False
2022-09-22,0,0,0,1,0.5799,0.0714,0.3904,0.6437,True,False,False
2022-09-23,0,0,1,0,0.2439,0.0714,0.4874,0.6575,True,False,False
2022-09-26,0,0,1,0,0.3313,0.0714,0.3322,0.6131,False,True,False
2022-09-27,0,0,1,1,0.5556,0.0714,0.4106,0.442,True,False,False
2022-09-28,1,1,0,0,0.4479,0.0714,0.4087,0.435,False,False,True
2022-09-29,0,0,1,0,0.3277,0.0714,0.2217,0.8554,False,True,False
2022-09-30,0,0,0,0,0.4177,0.0714,0.3934,0.4391,True,False,False
2022-10-03,0,0,1,1,0.8009,0.0714,0.6409,0.5319,True,False,False
2022-10-04,0,0,1,1,0.6369,0.0714,0.5627,0.3963,False,True,False
2022-10-05,1,1,1,1,0.4716,0.0714,0.463,0.5224,False,True,False
2022-10-06,0,0,1,1,0.5127,0.0714,0.3039,0.4268,False,True,False
2022-10-07,0,0,1,0,0.4056,0.0714,0.2312,0.5974,False,True,False
2022-10-10,1,0,1,1,0.5186,0.0714,0.369,0.3316,True,False,False
2022-10-11,0,0,1,0,0.3953,0.0714,0.3562,0.7211,False,False,True
2022-10-13,1,0,1,1,0.4994,0.1429,0.2968,0.5173,False,True,False
2022-10-14,1,1,1,1,0.4662,0.0714,0.5167,0.4787,True,False,False
2022-10-17,0,0,1,1,0.5402,0.0714,0.5754,0.5171,True,False,False
2022-10-18,0,0,0,1,0.5969,0.0714,0.3756,0.5805,False,True,False
2022-10-19,1,1,1,1,0.4543,0.0714,0.29,0.5082,False,True,False
2022-10-20,0,0,0,1,0.5211,0.0714,0.2241,0.5562,False,True,False
2022-10-21,0,0,1,0,0.3893,0.0714,0.1696,0.7689,False,True,False
2022-10-24,0,0,1,0,0.2949,0.0714,0.7331,0.5702,True,False,False
2022-10-25,0,0,0,0,0.4123,0.0714,0.4962,0.5274,False,True,False
2022-10-26,0,0,0,0,0.3488,0.0714,0.3169,0.5098,False,True,False
2022-10-27,0,0,1,1,0.5204,0.0714,0.3466,0.4901,True,False,False
2022-10-28,0,0,1,0,0.3005,0.0714,0.6442,0.628,True,False,False
2022-10-31,0,0,1,0,0.1923,0.0714,0.2857,0.7242,False,True,False
2022-11-01,0,0,1,1,0.5642,0.0714,0.9269,0.4084,True,False,False
2022-11-03,0,0,0,0,0.2696,0.1429,0.5075,0.4204,False,True,False
2022-11-04,0,0,0,1,0.6574,0.0714,0.5594,0.765,True,False,False
2022-11-07,0,0,0,0,0.3709,0.0714,0.358,0.5276,False,True,False
2022-11-08,1,0,1,0,0.3695,0.0714,0.5459,0.696,True,False,False
2022-11-09,0,0,1,0,0.361,0.0714,0.5531,0.5686,False,False,True
2022-11-10,0,0,1,0,0.2111,0.0714,0.5429,0.5746,False,False,True
2022-11-11,0,0,0,1,0.503,0.0714,0.7763,0.8133,True,False,False
2022-11-14,0,0,1,1,0.5817,0.0714,0.7347,0.4136,False,True,False
2022-11-16,0,0,1,0,0.3528,0.1429,0.4477,0.6313,False,True,False
2022-11-17,0,0,0,0,0.2563,0.0714,0.72,0.5235,True,False,False
2022-11-18,0,0,1,1,0.6361,0.0714,0.3262,0.4885,False,True,False
2022-11-21,0,0,0,1,0.5127,0.0714,0.5935,0.747,True,False,False
2022-11-22,0,0,1,1,0.5158,0.0714,0.4473,0.5392,False,True,False
2022-11-23,0,1,0,1,0.4673,0.0714,0.4802,0.6588,True,False,False
2022-11-24,0,0,0,1,0.5433,0.0714,0.2804,0.6033,False,True,False
2022-11-25,1,1,0,0,0.4381,0.0714,0.6043,0.3982,True,False,False
2022-11-28,1,0,1,1,0.4797,0.0714,0.6702,0.3477,True,False,False
2022-11-29,0,0,0,1,0.5082,0.0714,0.2184,0.619,False,True,False
2022-11-30,1,1,0,0,0.4399,0.0714,0.5777,0.4731,True,False,False
2022-12-01,1,1,1,1,0.4711,0.0714,0.3839,0.438,False,True,False
2022-12-02,1,0,1,1,0.4744,0.0714,0.2845,0.4428,False,True,False
2022-12-05,0,0,1,0,0.3758,0.0714,0.7338,0.6001,True,False,False
2022-12-06,1,0,1,1,0.5031,0.0714,0.47,0.4545,False,True,False
2022-12-07,1,1,0,1,0.4546,0.0714,0.2839,0.5778,False,True,False
2022-12-08,0,0,0,0,0.3906,0.0714,0.3156,0.5417,True,False,False
2022-12-09,1,0,1,1,0.5249,0.0714,0.415,0.4159,True,False,False
2022-12-12,0,0,1,0,0.378,0.0714,0.3005,0.6474,False,True,False
2022-12-13,0,0,0,1,0.5055,0.0714,0.741,0.6704,True,False,False
2022-12-14,0,0,1,1,0.5326,0.0714,0.7176,0.5253,False,True,False
2022-12-15,0,0,0,0,0.3706,0.0714,0.4528,0.5389,False,True,False
2022-12-16,0,0,1,0,0.3695,0.0714,0.5458,0.6571,True,False,False
2022-12-19,0,0,1,1,0.4896,0.0714,0.3715,0.4606,False,True,False
2022-12-20,0,1,0,1,0.4682,0.0714,0.4648,0.6349,True,False,False
2022-12-21,0,0,0,1,0.4993,0.0714,0.6909,0.6585,True,False,False
2022-12-22,0,0,1,1,0.4812,0.0714,0.3816,0.4925,False,True,False
2022-12-23,0,0,0,1,0.554,0.0714,0.3823,0.6294,False,False,True
2022-12-26,1,1,1,1,0.457,0.0714,0.4019,0.399,False,False,True
2022-12-27,1,0,1,1,0.4923,0.0714,0.2708,0.5289,False,True,False
2022-12-28,0,0,1,1,0.5328,0.0714,0.4,0.4957,True,False,False
2022-12-29,0,0,1,1,0.5172,0.0714,0.3465,0.3707,False,True,False
2023-01-02,0,0,0,0,0.256,0.1429,0.325,0.5339,False,True,False
2023-01-03,1,1,1,0,0.4356,0.0714,0.4391,0.5496,True,False,False
2023-01-04,1,1,0,0,0.4468,0.0714,0.421,0.496,False,False,True
2023-01-05,0,0,1,1,0.5145,0.0714,0.3745,0.4757,False,True,False
2023-01-06,0,1,0,1,0.4658,0.0714,0.4782,0.643,True,False,False
2023-01-09,1,1,0,0,0.4326,0.0714,0.3298,0.4282,False,True,False
2023-01-10,0,0,0,0,0.3631,0.0714,0.336,0.5417,False,False,True
2023-01-11,1,0,1,0,0.4179,0.0714,0.5868,0.6887,True,False,False
2023-01-12,1,0,1,1,0.4882,0.0714,0.237,0.5293,False,True,False
2023-01-13,0,0,0,0,0.3177,0.0714,0.4328,0.4505,True,False,False
2023-01-16,0,0,1,0,0.3688,0.0714,0.1946,0.6157,False,True,False
2023-01-17,0,0,0,1,0.4959,0.0714,0.3214,0.7854,True,False,False
2023-01-18,0,0,1,1,0.5813,0.0714,0.3613,0.5193,True,False,False
2023-01-19,0,0,1,0,0.2832,0.0714,0.225,0.7573,False,True,False
2023-01-20,0,0,1,0,0.4101,0.0714,0.4346,0.5593,True,False,False
2023-01-23,1,1,1,0,0.4321,0.0714,0.2163,0.9334,False,True,False
2023-01-24,1,1,1,0,0.448,0.0714,0.243,0.7654,True,False,False
2023-01-25,1,1,1,0,0.4434,0.0714,0.246,0.5742,False,False,True
2023-01-26,1,1,0,1,0.4677,0.0714,0.4648,0.5467,True,False,False
2023-01-27,0,1,1,0,0.4278,0.0714,0.2353,0.574,False,True,False
2023-01-30,1,0,0,1,0.4834,0.0714,0.3836,0.6143,True,False,False
2023-01-31,0,0,0,1,0.4747,0.0714,0.2274,0.7151,False,True,False
2023-02-01,1,0,1,0,0.4235,0.0714,0.2642,0.5767,True,False,False
2023-02-02,1,0,1,0,0.3748,0.0714,0.5358,0.6739,True,False,False
2023-02-03,0,0,1,0,0.4007,0.0714,0.5697,0.7041,True,False,False
2023-02-06,1,1,1,0,0.4333,0.0714,0.4521,0.573,False,True,False
2023-02-07,1,1,1,1,0.4731,0.0714,0.2503,0.2846,False,True,False
2023-02-08,0,0,1,1,0.5254,0.0714,0.345,0.5157,True,False,False
2023-02-09,0,1,0,0,0.4451,0.0714,0.3702,0.3951,True,False,False
2023-02-10,1,0,1,0,0.3709,0.0714,0.3783,0.7633,False,False,True
2023-02-13,0,0,0,0,0.4119,0.0714,0.2727,0.4471,False,True,False
2023-02-14,1,0,1,1,0.5046,0.0714,0.3594,0.521,True,False,False
2023-02-15,0,0,0,1,0.6051,0.0714,0.4035,0.6144,True,False,False
2023-02-16,0,0,1,0,0.3817,0.0714,0.5846,0.6211,True,False,False
2023-02-17,0,0,0,0,0.3722,0.0714,0.4061,0.4551,False,True,False
2023-02-22,0,0,0,0,0.312,0.2143,0.1781,0.0,False,True,False
2023-02-23,0,0,0,1,0.4819,0.0714,0.3079,0.6512,True,False,False
2023-02-24,0,0,1,0,0.4257,0.0714,0.4089,0.6198,True,False,False
2023-02-27,1,1,0,1,0.467,0.0714,0.4349,0.6339,True,False,False
2023-02-28,1,1,0,0,0.4263,0.0714,0.2474,0.4861,False,True,False
2023-03-01,0,0,1,0,0.3892,0.0714,0.358,0.6243,True,False,False
2023-03-02,1,1,1,1,0.4613,0.0714,0.4502,0.4826,True,False,False
2023-03-03,0,0,1,0,0.4073,0.0714,0.2442,0.6118,False,True,False
2023-03-06,1,1,1,1,0.4669,0.0714,0.1897,0.4905,False,True,False
2023-03-07,0,1,1,0,0.4279,0.0714,0.4192,0.5523,True,False,False
2023-03-08,0,0,0,1,0.502,0.0714,0.3383,0.6704,False,True,False
2023-03-09,1,1,1,0,0.4376,0.0714,0.462,0.642,True,False,False
2023-03-10,0,0,0,0,0.294,0.0714,0.2058,0.4101,False,True,False
2023-03-13,0,0,1,0,0.326,0.0714,0.3671,0.5826,True,False,False
2023-03-14,0,1,0,1,0.466,0.0714,0.3568,0.6695,False,False,True
2023-03-15,0,0,0,0,0.3065,0.0714,0.3487,0.392,False,False,True
2023-03-16,1,1,0,1,0.4534,0.0714,0.4938,0.6236,True,False,False
2023-03-17,0,0,0,0,0.3907,0.0714,0.3096,0.3393,False,True,False
2023-03-20,0,0,1,0,0.413,0.0714,0.2736,0.6491,False,True,False
2023-03-21,0,1,0,1,0.4726,0.0714,0.3524,0.6222,True,False,False
2023-03-22,0,1,0,0,0.4327,0.0714,0.1641,0.4913,False,True,False
2023-03-23,0,0,1,1,0.4995,0.0714,0.4011,0.4995,True,False,False
2023-03-24,1,0,0,1,0.4777,0.0714,0.8844,0.5443,True,False,False
2023-03-27,0,0,1,1,0.5303,0.0714,0.3463,0.5047,False,True,False
2023-03-28,1,1,1,0,0.4324,0.0714,0.2058,0.5812,False,True,False
2023-03-29,1,0,1,1,0.5272,0.0714,0.4738,0.3863,True,False,False
2023-03-30,0,0,1,1,0.6077,0.0714,0.4266,0.5197,False,True,False
2023-03-31,1,1,0,0,0.4488,0.0714,0.2994,0.4708,False,True,False
2023-04-03,1,1,1,1,0.4694,0.0714,0.536,0.3534,True,False,False
2023-04-04,0,0,1,1,0.5141,0.0714,0.3242,0.4695,False,True,False
2023-04-05,0,1,0,0,0.4318,0.0714,0.2823,0.536,False,True,False
2023-04-06,1,0,1,0,0.4175,0.0714,0.4505,0.7889,True,False,False
2023-04-10,0,0,0,1,0.4963,0.1429,0.2487,0.5946,False,True,False
2023-04-11,0,0,0,1,0.6018,0.0714,0.1933,0.8265,False,True,False
2023-04-12,0,0,1,1,0.6893,0.0714,0.6312,0.5104,True,False,False
2023-04-13,1,1,1,1,0.4668,0.0714,0.3983,0.4117,False,True,False
2023-04-14,0,0,0,0,0.4153,0.0714,0.2024,0.1591,False,True,False
2023-04-17,1,1,0,1,0.4508,0.0714,0.3795,0.5521,True,False,False
2023-04-18,1,0,1,1,0.5099,0.0714,0.2447,0.2233,False,True,False
2023-04-19,0,0,1,0,0.322,0.0714,0.3248,0.6372,True,False,False
